n_recipes,n_pairs,mX,omX,mY,omY,rho,lamX,zetX,lamY,zetY,med_sigX,med_sigY,mean_p_flip,mean_p_flip_single,share_pflip_gt10,share_pflip_gt25,exp_errors,exp_errors_discord,exp_errors_noise,exp_discord_pairs,exp_errors_pros3,exp_errors_pros1,er_real,er_pros,er_real_share,er_pros_share,er_per_decision,er_pick_real,er_pick_pros,er_pick_latent,nas_c10,nas_c25,nas_weighted,task,size
25,300,0.47438452503340434,0.022618753507216413,0.563280720326633,0.020624157424823028,0.8773274991297503,-4.9901716304345145,0.02,-5.34497924955451,0.22063496516728862,0.006804496533308099,0.004772050226480342,0.07150816148790375,0.10220277772771566,0.24666666666666667,0.11,41.4765,35.0565,6.42,43.018,46.40951159844248,51.515600360884875,0.48003771909815635,0.517145370646679,0.0672691500842364,0.07246915850436786,0.0016001257303271878,0.006505969890632588,0.007245308787933494,0.006789310594780531,0.5871216230877726,0.34529793979723455,0.19475222534500827,olmes_10_macro_avg,300M
25,300,0.511158165882025,0.023065119137110065,0.563280720326633,0.020624157424823028,0.9352837080010786,-4.887717381472624,0.02,-5.34497924955451,0.22063496516728862,0.007538610622816231,0.004772050226480342,0.07755738641343837,0.10889711463002118,0.25333333333333335,0.13666666666666666,33.20925,24.86025,8.349,32.7235,36.839354603841926,43.36679697404736,0.2538059460558157,0.27802343101995686,0.03563641954792958,0.039036751447120065,0.0008460198201860523,0.006140296885953403,0.006753915664651332,0.006867857940909081,0.7527345543786746,0.5771208322982303,0.2832973879416139,olmes_10_macro_avg,530M
25,300,0.49667808082866693,0.021288241999178382,0.563280720326633,0.020624157424823028,0.9008966202782669,-4.947690906886057,0.3890165100586086,-5.34497924955451,0.22063496516728862,0.007099784078429871,0.004772050226480342,0.0878538514695641,0.12366902207002818,0.2866666666666667,0.14333333333333334,41.3155,32.1605,9.155000000000001,40.847750000000005,46.11067469044569,53.60485761202813,0.48684498706481594,0.4907358879313195,0.06827838079535302,0.06882406662566584,0.0016228166235493864,0.01831982205355544,0.008658660832946087,0.00978205209842462,0.7491014268252835,0.5115332018249809,0.2536867442375147,olmes_10_macro_avg,750M
25,300,0.22510807736063707,0.0047267480794147285,0.41882442169131584,0.04707216532364902,0.4779389030485878,-4.42953742783135,0.10199864729978257,-4.811287108377837,0.5672255627096789,0.011920002259002131,0.008137379265374643,0.38614455936647574,0.4268152419830319,1.0,0.8966666666666666,113.7615,64.299,49.462500000000006,101.286,123.51989339335762,132.94282648390586,5.093180513641797,6.024590368091618,0.30981030822116024,0.366466531835154,0.01697726837880599,0.08516556876246469,0.0588013694997515,0.04412436792186612,1.0,0.9726423262703111,0.4649418010527751,arc_challenge,4M
25,300,0.2241183162684869,0.004213704513749174,0.41882442169131584,0.04707216532364902,0.7021163239160183,-4.399408178681757,0.02,-4.811287108377837,0.5672255627096789,0.012284608045062944,0.008137379265374643,0.4167011655823728,0.44760161343741867,1.0,0.8833333333333333,122.09675,48.513999999999996,73.58275,74.41250000000001,114.33769971137136,127.71472430664195,5.453745938060457,5.323587961302268,0.3317007887460109,0.3237844860721041,0.01817915312686819,0.02024610147386957,0.04904506011326433,0.02159250154409815,1.0,1.0,0.5418391327063286,arc_challenge,6M
25,300,0.22808873720136522,0.004837508096462563,0.41882442169131584,0.04707216532364902,0.3181862325874569,-4.507282572175029,0.02,-4.811287108377837,0.5672255627096789,0.011028388342920654,0.008137379265374643,0.3765273628385571,0.41932659231566116,1.0,0.9,131.07925,81.714,49.36525,117.83550000000001,130.8763613034539,137.39083206704777,6.770177811590516,6.654236861353205,0.41224587765634324,0.4051860662131247,0.022567259371968386,0.1402954727930874,0.06921809901473126,0.061956393564597985,1.0,0.9771779286195184,0.43082291773343123,arc_challenge,8M
25,300,0.227349260523322,0.0,0.41882442169131584,0.04707216532364902,0.0,-4.520987977225733,0.47382245802432665,-4.811287108377837,0.5672255627096789,0.010878270873792265,0.008137379265374643,0.5,0.5,1.0,1.0,145.32999999999998,145.32999999999998,0.0,300.0,150.0,150.0,7.885063399637632,8.225948785873326,0.47927987426683794,0.5,0.026283544665458774,0.1405705355449595,0.08362253142322172,0.1261396232199931,1.0,1.0,0.5,arc_challenge,10M
25,300,0.2298179749715586,0.003860925351985367,0.41882442169131584,0.04707216532364902,0.9768601720726872,-4.5484592499347105,0.1888377897121198,-4.811287108377837,0.5672255627096789,0.010583498353941371,0.008137379265374643,0.4059690834944444,0.44050417879528453,1.0,0.7566666666666667,98.08625,11.39075,86.69550000000001,20.2495,95.86435141788408,116.43192417655169,4.054904763798602,3.9775343509949534,0.24684950459628907,0.24213944377278915,0.013516349212662006,0.019979569136178987,0.03983834981887888,0.003424475889231016,1.0,1.0,0.6277775023362716,arc_challenge,14M
25,300,0.23348122866894197,0.0,0.41882442169131584,0.04707216532364902,0.0,-4.512320941496554,0.7124529601958581,-4.811287108377837,0.5672255627096789,0.010972962993366652,0.008137379265374643,0.5,0.5,1.0,1.0,60.562250000000006,60.562250000000006,0.0,300.0,150.0,150.0,1.7828184437996888,8.216772459560438,0.10848654094865016,0.5,0.0059427281459989625,0.01784756541098209,0.07728161198404675,0.12602091312821348,1.0,1.0,0.5,arc_challenge,16M
25,300,0.23022753128555176,0.007312383808154095,0.41882442169131584,0.04707216532364902,1.0,-4.531224424283457,0.02,-4.811287108377837,0.5672255627096789,0.01076748402914494,0.008137379265374643,0.29998195296680635,0.3573345361100505,0.9333333333333333,0.64,60.1545,38.619,21.5355,82.9965,100.94179245450636,114.63195570963829,1.644119504305431,4.41489878743163,0.09995255105515327,0.2683992223792248,0.00548039834768477,0.02062309810117912,0.043091668194864124,0.030243879434184315,1.0,0.9574553857151169,0.40869583803883236,arc_challenge,20M
